date,open,high,low,close,volume
2015-12-10,224.71,228.49,223.64,227.07,2070088.0
2015-12-11,225.24,225.75,216.64,217.02,3259114.0
2015-12-14,217.51,220.92,214.87,218.58,2827797.0
2015-12-15,221.82,222.22,218.0,221.09,2241686.0
2015-12-16,222.1,234.88,220.73,234.51,5100443.0
2015-12-17,233.94,237.76,229.8149,233.39,3294460.0
2015-12-18,232.89,235.9,229.29,230.46,3008057.0
2015-12-21,231.69,235.83,231.08,232.56,1951581.0
2015-12-22,234.99,236.55,229.63,229.95,1958836.0
2015-12-23,232.18,233.45,228.13,229.7,1551031.0
2015-12-24,230.56,231.88,228.28,230.57,710277.0
2015-12-28,231.49,231.98,225.54,228.95,1900171.0
2015-12-29,230.06,237.72,229.547,237.19,2402438.0
2015-12-30,236.6,243.634,235.6707,238.09,3694448.0
2015-12-31,238.51,243.45,238.37,240.01,2713817.0
2016-01-04,230.72,231.38,219.0,223.41,6823510.0
2016-01-05,226.36,226.89,220.0,223.43,3185525.0
2016-01-06,220.0,220.05,215.98,219.04,3774353.0
2016-01-07,214.19,218.44,213.67,215.65,3550704.0
2016-01-08,217.86,220.44,210.77,211.0,3572360.0
2016-01-11,214.01,214.45,203.0,207.85,4090843.0
2016-01-12,211.6,213.7395,205.31,209.97,3079051.0
2016-01-13,212.01,212.65,200.0,200.31,4120993.0
2016-01-14,202.21,210.0,193.38,206.18,6490579.0
2016-01-15,198.97,205.07,197.25,204.99,5325773.0
2016-01-19,208.71,210.47,200.78,204.72,4031271.0
2016-01-20,199.4,201.28,191.25,198.7,5826110.0
2016-01-21,201.55,203.23,195.02,199.97,3164424.0
2016-01-22,204.801,205.5,199.03,202.55,3122066.0
2016-01-25,200.06,203.57,195.88,196.38,2695408.0
2016-01-26,196.7,197.82,188.88,193.56,4956918.0
2016-01-27,192.38,193.26,185.77,188.07,3577353.0
2016-01-28,190.79,191.28,182.41,189.7,4586328.0
2016-01-29,189.95,193.74,188.08,191.2,2848929.0
2016-02-01,188.76,199.52,182.75,196.94,5295685.0
2016-02-02,192.42,193.12,180.23,182.78,5764817.0
2016-02-03,183.59,183.94,170.18,173.48,7927640.0
2016-02-04,170.7,175.98,166.99,175.33,4379442.0
2016-02-05,171.3,173.0,157.7442,162.6,9434495.0
2016-02-08,157.105,157.15,146.0,147.99,9306754.0
2016-02-09,142.32,159.79,141.05,148.25,8639661.0
2016-02-10,150.5,154.97,141.74,143.67,10104690.0
2016-02-11,152.0,163.26,147.0,150.47,14236900.0
2016-02-12,155.0,157.01,143.7,151.04,7233264.0
2016-02-16,158.7,162.95,154.11,155.17,5561638.0
2016-02-17,159.0,169.34,156.68,168.68,5820264.0
2016-02-18,172.42,172.95,164.77,166.77,3883107.0
2016-02-19,163.66,167.49,162.5,166.58,2955832.0
2016-02-22,170.12,178.91,169.85,177.74,5055340.0
2016-02-23,176.16,181.73,173.68,177.21,5982993.0
2016-02-24,172.75,179.5,167.84,179.0,5385369.0
2016-02-25,178.65,188.5192,175.2,187.43,5727008.0
2016-02-26,188.7,192.0,185.0,190.34,6054061.0
2016-02-29,192.4,196.35,189.222,191.93,4495402.0
2016-03-01,194.25,195.9484,182.7,186.35,6695704.0
2016-03-02,183.73,188.52,181.5,188.34,4858631.0
2016-03-03,188.28,197.42,184.22,195.74,4822993.0
2016-03-04,198.0,204.03,197.5001,201.04,6479858.0
2016-03-07,197.68,209.7,197.4,205.29,5331097.0
2016-03-08,203.5,207.5,202.2,202.6,4175498.0
2016-03-09,204.52,209.3726,202.79,208.72,3207597.0
2016-03-10,210.0,213.29,200.671,205.18,5191602.0
2016-03-11,207.93,209.42,205.33,207.5,3339148.0
2016-03-14,212.65,216.72,210.64,215.15,4062304.0
2016-03-15,214.27,218.97,211.5,218.34,3133230.0
2016-03-16,218.0,222.58,217.02,221.93,3511873.0
2016-03-17,221.47,228.5,220.0,226.38,3769083.0
2016-03-18,229.1,234.48,228.06,232.74,4704761.0
2016-03-21,235.34,239.88,235.0,238.32,5289014.0
2016-03-22,237.21,238.99,232.558,234.24,4303052.0
2016-03-23,232.37,234.73,222.03,222.58,4936203.0
2016-03-24,215.78,228.8877,215.0,227.75,4956604.0
2016-03-28,231.61,234.81,225.0,230.26,3878599.0
2016-03-29,229.89,232.38,225.33,230.13,4006037.0
2016-03-30,235.09,235.5,226.5,226.89,4025670.0
2016-03-31,229.34,237.42,225.01,229.77,7975638.0
2016-04-01,244.825,247.9,233.25,237.59,15979910.0
2016-04-04,249.12,252.12,243.64,246.99,13381160.0
2016-04-05,240.5,256.56,240.0,255.47,9931470.0
2016-04-06,253.97,267.74,253.45,265.42,11695760.0
2016-04-07,266.45,269.34,254.51,257.2,8845567.0
2016-04-08,260.5,260.82,248.0201,250.07,7352707.0
2016-04-11,251.0,258.99,245.3,249.92,9156404.0
2016-04-12,249.5,251.8,243.63,247.82,5755351.0
2016-04-13,248.51,255.5,247.33,254.53,4921554.0
2016-04-14,253.0,256.839,251.0501,251.86,4129258.0
2016-04-15,251.31,254.6,249.12,254.51,3748593.0
2016-04-18,252.23,258.31,251.66,253.88,4263246.0
2016-04-19,253.12,254.3699,241.251,247.37,6351360.0
2016-04-20,246.26,253.66,241.5,249.97,5192343.0
2016-04-21,248.99,250.9,246.91,248.29,2777079.0
2016-04-22,248.89,254.0,245.71,253.75,3783126.0
2016-04-25,253.01,257.38,250.76,251.82,3665088.0
2016-04-26,252.05,255.73,249.39,253.74,3217779.0
2016-04-27,252.75,255.0,249.4,251.47,3198105.0
2016-04-28,249.85,253.43,247.44,247.71,2515595.0
2016-04-29,248.14,248.43,237.81,240.76,5405164.0
2016-05-02,241.5,243.19,234.82,241.8,3838958.0
2016-05-03,237.36,238.91,231.62,232.32,4296325.0
2016-05-04,230.29,234.46,220.4,222.56,8550004.0
2016-05-05,228.46,228.64,209.79,211.53,11248340.0
2016-05-06,210.87,216.37,208.11,214.93,5683675.0
2016-05-09,215.72,216.15,206.8,208.92,4772992.0
2016-05-10,207.55,209.47,205.0,208.69,4068053.0
2016-05-11,207.59,215.48,206.05,208.96,5159640.0
2016-05-12,211.44,211.67,203.6572,207.28,3650075.0
2016-05-13,207.78,211.2,206.7,207.61,2820616.0
2016-05-16,208.15,213.15,207.92,208.29,2945754.0
2016-05-17,209.05,209.8199,204.02,204.66,2842028.0
2016-05-18,209.15,215.31,207.75,211.17,5552692.0
2016-05-19,213.62,216.79,207.3,215.21,6817922.0
2016-05-20,216.99,220.55,216.35,220.28,8996546.0
2016-05-23,219.87,222.6,215.86,216.22,5096751.0
2016-05-24,216.6,218.74,215.18,217.91,3009327.0
2016-05-25,217.91,221.36,216.51,219.58,3131279.0
2016-05-26,220.5,225.26,219.05,225.12,4066512.0
2016-05-27,224.99,225.93,220.75,223.04,3645792.0
2016-05-31,223.04,224.7497,221.5001,223.23,2786682.0
2016-06-01,221.48,222.4,216.89,219.56,2982270.0
2016-06-02,219.59,219.909,217.11,218.96,2017279.0
2016-06-03,220.0,221.94,218.01,218.99,2226110.0
2016-06-06,218.0,220.9,215.45,220.68,2242634.0
2016-06-07,222.24,234.44,221.52,232.34,6194154.0
2016-06-08,233.8,240.845,232.605,235.52,5965110.0
2016-06-09,234.98,235.33,227.06,229.36,4454222.0
2016-06-10,227.39,227.97,218.4217,218.79,5994548.0
2016-06-13,219.5,225.77,217.66,217.87,4187833.0
2016-06-14,218.88,222.2,212.53,214.96,3575822.0
2016-06-15,216.95,221.9,215.13,217.7,2905002.0
2016-06-16,217.42,218.04,213.5,217.93,2438692.0
2016-06-17,217.81,219.99,214.5,215.47,3107734.0
2016-06-20,219.5,223.75,218.23,219.7,3549768.0
2016-06-21,220.68,222.569,218.81,219.61,2855619.0
2016-06-22,199.47,205.95,195.75,196.66,23706100.0
2016-06-23,195.69,197.55,192.13,196.4,10098190.0
2016-06-24,190.05,195.12,189.73,193.15,6988949.0
2016-06-27,190.86,198.81,187.87,198.55,7211823.0
2016-06-28,201.89,204.05,199.41,201.79,6158996.0
2016-06-29,205.13,211.78,203.0,210.19,5987120.0
2016-06-30,212.97,213.4999,209.02,212.28,4794440.0
2016-07-01,206.14,218.24,206.0,216.5,5396030.0
2016-07-05,209.73,214.5441,208.0,213.98,5169832.0
2016-07-06,210.0,215.23,209.0,214.44,4910285.0
2016-07-07,213.1,218.12,213.01,215.94,3603385.0
2016-07-08,217.8,219.81,214.5,216.78,4067131.0
2016-07-11,219.96,226.78,219.51,224.78,5369066.0
2016-07-12,224.1,227.5,223.22,224.65,4573875.0
2016-07-13,225.5,225.59,220.29,222.53,3540699.0
2016-07-14,223.12,224.94,221.05,221.53,2657899.0
2016-07-15,222.52,222.7499,219.64,220.4,2230821.0
2016-07-18,219.64,227.09,218.3,226.25,3394588.0
2016-07-19,225.0,229.1,224.75,225.26,3047535.0
2016-07-20,226.47,229.8,225.0,228.36,2556119.0
2016-07-21,226.0,227.847,219.1,220.5,4425756.0
2016-07-22,221.99,224.5,218.88,222.27,2570462.0
2016-07-25,222.27,231.39,221.3715,230.01,4479483.0
2016-07-26,227.69,230.0,225.3,229.51,3427251.0
2016-07-27,229.34,233.36,226.92,228.49,2887028.0
2016-07-28,227.95,230.76,226.6,230.61,2415462.0
2016-07-29,230.7,235.28,230.24,234.79,3061574.0
2016-08-01,235.5,236.63,229.38,230.01,4014048.0
2016-08-02,229.37,229.87,221.4,227.2,3928706.0
2016-08-03,227.37,229.699,224.21,225.79,3808747.0
2016-08-04,225.69,230.86,222.05,230.61,4142155.0
2016-08-05,230.0,232.0,227.4,230.03,3190342.0
2016-08-08,228.0,229.6,226.09,226.16,2259465.0
2016-08-09,226.82,231.5375,226.65,229.08,2199766.0
2016-08-10,228.24,229.87,224.62,225.65,2336496.0
2016-08-11,226.17,227.57,223.41,224.91,1876959.0
2016-08-12,225.41,226.65,224.04,225.61,1811850.0
2016-08-15,226.02,229.5,224.93,225.59,2017964.0
2016-08-16,225.49,227.19,223.4101,223.61,2251115.0
2016-08-17,224.33,224.83,222.8,223.24,1786408.0
2016-08-18,223.82,225.66,222.29,223.51,1699300.0
2016-08-19,223.54,225.169,222.53,225.0,1658616.0
2016-08-22,224.17,225.11,222.68,222.93,2061692.0
2016-08-23,224.32,228.49,222.8,224.84,4747745.0
2016-08-24,227.05,227.15,222.22,222.62,2566947.0
2016-08-25,223.11,223.8,220.77,220.96,1760212.0
2016-08-26,222.14,222.855,218.82,219.99,2238087.0
2016-08-29,220.15,220.4,215.0,215.2,3261381.0
2016-08-30,216.11,216.11,210.52,211.34,3164222.0
2016-08-31,210.43,212.6,208.65,212.01,3274854.0
2016-09-01,209.01,211.0999,200.5,200.77,7932444.0
2016-09-02,202.33,203.2,196.2,197.78,5970154.0
2016-09-06,199.02,203.25,199.0,202.83,4386193.0
2016-09-07,205.5,206.4968,200.71,201.71,3637918.0
2016-09-08,199.55,199.89,196.36,197.36,3372293.0
2016-09-09,199.09,199.92,193.7,194.47,3753734.0
2016-09-12,195.0,201.369,194.1,198.3,3714049.0
2016-09-13,197.06,198.49,193.45,196.05,3583140.0
2016-09-14,195.75,197.9248,194.8562,196.41,2256143.0
2016-09-15,196.49,202.5193,196.4,200.42,3082942.0
2016-09-16,200.42,205.7,199.0,205.4,3104266.0
2016-09-19,207.0,209.43,205.0,206.34,2298318.0
2016-09-20,206.85,207.75,203.91,204.64,2408556.0
2016-09-21,206.37,207.0,201.56,205.22,2631285.0
2016-09-22,206.4,207.28,203.0,206.43,2381600.0
2016-09-23,205.99,210.18,205.67,207.45,2904125.0
2016-09-26,206.5,211.0,206.5,208.99,2393373.0
2016-09-27,209.65,209.9818,204.6093,205.81,3367907.0
2016-09-28,207.51,208.25,205.26,206.27,2079324.0
2016-09-29,205.6,207.33,200.58,200.7,2714040.0
2016-09-30,202.21,204.98,199.55,204.03,2581730.0
2016-10-03,212.3,215.6688,208.25,213.7,5989342.0
2016-10-04,213.1,213.32,208.82,211.41,3537953.0
2016-10-05,212.24,213.15,208.12,208.46,1872456.0
2016-10-06,202.46,204.2099,200.21,201.0,4697937.0
2016-10-07,201.0,201.32,195.8,196.61,3489480.0
2016-10-10,201.35,204.14,199.66,200.95,3311340.0
2016-10-11,201.85,202.2,198.31,200.1,2326754.0
2016-10-12,200.95,203.88,200.42,201.51,1969099.0
2016-10-13,200.5,200.895,197.05,200.24,2495140.0
2016-10-14,200.66,201.43,196.3,196.51,4265471.0
2016-10-17,197.05,198.39,192.0,193.96,4518331.0
2016-10-18,195.99,199.47,193.26,199.1,5676046.0
2016-10-19,199.74,206.66,198.06,203.56,6966185.0
2016-10-20,202.12,203.0,197.05,199.1,5069410.0
2016-10-21,198.6,201.57,197.41,200.09,2936908.0
2016-10-24,201.0,203.9452,200.25,202.76,2747344.0
2016-10-25,202.9,204.69,201.2,202.34,2442118.0
2016-10-26,201.0,203.19,200.1,202.24,5346893.0
2016-10-27,211.34,213.7,201.65,204.01,13070990.0
2016-10-28,204.0,205.32,199.83,199.97,4273456.0
2016-10-31,202.49,202.49,195.81,197.73,4691320.0
2016-11-01,198.04,198.5,188.105,190.79,7023674.0
2016-11-02,190.05,192.6951,187.505,188.02,4242250.0
2016-11-03,189.0,191.47,187.0401,187.42,2644550.0
2016-11-04,189.0,193.46,185.96,190.56,5143915.0
2016-11-07,193.59,194.29,190.05,193.21,3857682.0
2016-11-08,193.79,197.49,191.26,194.94,3252927.0
2016-11-09,186.875,192.0,183.95,190.06,8166447.0
2016-11-10,191.05,191.61,180.42,185.35,6746290.0
2016-11-11,184.24,188.88,183.0,188.56,3987091.0
2016-11-14,188.0,188.25,178.19,181.45,6547913.0
2016-11-15,182.78,186.43,182.05,183.77,3899743.0
2016-11-16,182.65,184.73,181.21,183.93,3432668.0
2016-11-17,183.49,189.49,182.1101,188.66,4880969.0
2016-11-18,190.65,193.0,185.0,185.02,5206473.0
2016-11-21,185.04,188.89,184.41,184.52,4355872.0
2016-11-22,185.84,191.47,183.71,191.17,5601238.0
2016-11-23,190.61,195.644,189.0,193.14,4890285.0
2016-11-25,193.64,197.2372,193.64,196.65,2366098.0
2016-11-28,195.48,199.35,194.55,196.12,4521082.0
2016-11-29,195.56,196.73,189.5,189.57,4435312.0
2016-11-30,191.0,191.89,187.5,189.4,3544891.0
2016-12-01,188.25,188.53,181.0,181.88,5119105.0
2016-12-02,182.88,184.88,180.0,181.47,4040201.0
2016-12-05,182.51,188.89,182.51,186.8,4069480.0
2016-12-06,185.52,186.58,182.6825,185.85,3389365.0
2016-12-07,186.15,193.4,185.0,193.15,5457071.0
2016-12-08,192.05,192.5,189.54,192.29,3193684.0
2016-12-09,190.87,193.836,190.81,192.18,2720937.0
2016-12-12,192.8,194.42,191.04,192.43,2436428.0
2016-12-13,193.18,201.28,193.0,198.15,6819322.0
2016-12-14,198.74,203.0,196.76,198.69,4147314.0
2016-12-15,198.41,200.74,197.39,197.58,3218653.0
2016-12-16,198.08,202.59,197.6,202.49,3795444.0
2016-12-19,202.49,204.45,199.84,202.73,3486937.0
2016-12-20,203.05,209.0,202.5,208.79,4684269.0
2016-12-21,208.45,212.23,207.41,207.7,5206143.0
2016-12-22,208.22,209.99,206.5,208.45,3108427.0
2016-12-23,208.0,213.45,207.71,213.34,4668263.0
2016-12-27,214.88,222.25,214.42,219.53,5913335.0
2016-12-28,221.53,223.8,217.2,219.74,3778544.0
2016-12-29,218.56,219.2,214.1225,214.68,4043086.0
2016-12-30,216.3,217.5,211.68,213.69,4641288.0
2017-01-03,214.86,220.33,210.96,216.99,5901494.0
2017-01-04,214.75,228.0,214.31,226.99,11204560.0
2017-01-05,226.42,227.48,221.95,226.75,5908927.0
2017-01-06,226.93,230.31,225.45,229.01,5524153.0
2017-01-09,228.97,231.92,228.0,231.28,3972716.0
2017-01-10,232.0,232.0,226.89,229.87,3658981.0
2017-01-11,229.07,229.98,226.68,229.73,3649910.0
2017-01-12,229.06,230.7,225.58,229.59,3787547.0
2017-01-13,230.0,237.85,229.59,237.75,6085610.0
2017-01-17,236.7,239.96,234.37,235.58,4614731.0
2017-01-18,236.65,239.71,235.58,238.36,3767272.0
2017-01-19,247.25,248.68,240.75,243.76,7717244.0
2017-01-20,245.46,246.0,243.01,244.73,4199720.0
2017-01-23,245.85,250.8899,245.5,248.92,6262097.0
2017-01-24,250.0,254.8,249.65,254.61,4958144.0
2017-01-25,257.31,258.46,251.8,254.47,5145301.0
2017-01-26,254.29,255.74,250.75,252.51,3143717.0
2017-01-27,251.38,253.0,248.52,252.95,3161774.0
2017-01-30,252.53,255.2899,247.1,250.63,3798638.0
2017-01-31,249.24,255.89,247.7,251.93,4112013.0
2017-02-01,253.05,253.2,249.05,249.24,3953105.0
2017-02-02,248.34,252.42,247.71,251.55,2498799.0
2017-02-03,251.91,252.179,249.68,251.33,2185230.0
2017-02-06,251.0,257.82,250.63,257.77,3557600.0
2017-02-07,258.19,260.0,256.42,257.48,4244063.0
2017-02-08,257.35,263.36,256.2,262.08,3912428.0
2017-02-09,266.25,271.18,266.15,269.2,7812600.0
2017-02-10,269.79,270.95,266.11,269.23,3618336.0
2017-02-13,270.74,280.7899,270.51,280.6,7023072.0
2017-02-14,279.03,287.39,278.61,280.98,7341450.0
2017-02-15,280.0,282.24,276.44,279.76,4943879.0
2017-02-16,277.6,280.0,268.5,268.95,7063860.0
2017-02-17,265.8,272.89,264.15,272.23,6251469.0
2017-02-21,275.45,281.4,274.01,277.39,5647575.0
2017-02-22,280.31,283.45,272.6,273.51,8537811.0
2017-02-23,264.0,264.66,255.56,255.99,14877090.0
2017-02-24,252.66,258.25,250.2,257.0,8166869.0
2017-02-27,248.17,248.36,242.01,246.23,11450160.0
2017-02-28,244.19,251.0,243.9,249.99,6073890.0
2017-03-01,254.18,254.85,249.11,250.02,4804963.0
2017-03-02,249.71,253.28,248.27,250.48,3345751.0
2017-03-03,250.74,251.9,249.0,251.57,2925481.0
2017-03-06,247.91,251.7,247.51,251.21,3353601.0
2017-03-07,251.92,253.89,248.32,248.59,3452587.0
2017-03-08,247.0,250.07,245.32,246.87,3726746.0
2017-03-09,247.63,248.66,243.0,244.9,3876494.0
2017-03-10,246.21,246.5,243.0,243.69,3062785.0
2017-03-13,244.82,246.85,242.781,246.17,3011280.0
2017-03-14,246.11,258.12,246.02,258.0,7581719.0
2017-03-15,257.0,261.0,254.27,255.73,5233365.0
2017-03-16,262.4,265.75,259.06,262.05,7127180.0
2017-03-17,264.0,265.33,261.2,261.5,6491018.0
2017-03-20,260.6,264.55,258.821,261.92,3601616.0
2017-03-21,262.83,264.8,250.24,250.68,6901555.0
2017-03-22,251.56,255.07,250.51,255.01,4056735.0
2017-03-23,255.39,257.672,253.3,254.78,3309844.0
2017-03-24,255.7,263.89,255.01,263.16,5637668.0
2017-03-27,260.6,270.57,259.75,270.22,6221361.0
2017-03-28,277.02,280.68,275.0,277.45,7978665.0
2017-03-29,278.34,279.6,275.54,277.38,3672526.0
2017-03-30,278.04,282.0,277.21,277.92,4141437.0
2017-03-31,278.73,279.68,276.3197,278.3,3293698.0
2017-04-03,286.9,299.0,284.58,298.52,13864850.0
2017-04-04,296.89,304.81,294.53,303.7,10108230.0
2017-04-05,302.04,304.88,294.2,295.0,7858565.0
2017-04-06,296.88,301.94,294.1,298.7,5517731.0
2017-04-07,297.5,302.69,297.15,302.54,4566632.0
2017-04-10,309.15,313.7299,308.71,312.39,7653623.0
2017-04-11,313.38,313.47,305.5,308.71,5718053.0
2017-04-12,306.34,308.4481,296.32,296.84,6043648.0
2017-04-13,296.7,307.39,295.3,304.0,9275682.0
2017-04-17,302.7,304.0,298.68,301.44,4128067.0
2017-04-18,299.7,300.8399,297.9,300.25,3034225.0
2017-04-19,302.46,306.62,302.11,305.52,3891145.0
2017-04-20,306.51,309.15,300.23,302.51,6145961.0
2017-04-21,302.0,306.4,300.42,305.6,4501958.0
2017-04-24,309.22,310.55,306.0215,308.03,5077771.0
2017-04-25,308.0,313.98,305.86,313.79,6734162.0
2017-04-26,312.37,314.5,309.0,310.17,4683131.0
2017-04-27,311.69,313.09,307.5,308.63,3462663.0
2017-04-28,309.83,314.8,308.0,314.07,4496659.0
2017-05-01,314.88,327.25,314.81,322.83,8819888.0
2017-05-02,324.0,327.6599,316.5601,318.89,5316551.0
2017-05-03,317.67,321.53,310.45,311.02,6879259.0
2017-05-04,307.435,307.77,290.7601,295.46,14135990.0
2017-05-05,298.0,308.55,296.8,308.35,8117449.0
2017-05-08,310.9,313.79,305.82,307.19,7002907.0
2017-05-09,309.38,321.99,309.1,321.26,9663374.0
2017-05-10,321.56,325.5,318.12,325.22,5734524.0
2017-05-11,323.4,326.0,319.6,323.1,4747172.0
2017-05-12,325.48,327.0,321.53,324.81,4118613.0
2017-05-15,318.38,320.2,312.53,315.88,7606854.0
2017-05-16,317.59,320.06,315.14,317.01,4141066.0
2017-05-17,314.39,314.63,305.5,306.11,6695657.0
2017-05-18,307.0,313.94,305.31,313.06,5609153.0
2017-05-19,315.5,316.5,310.2,310.83,4654580.0
2017-05-22,312.8,314.37,306.8,310.35,4324305.0
2017-05-23,310.46,310.73,303.48,303.86,4314267.0
2017-05-24,306.51,311.0,305.4,310.22,5035192.0
2017-05-25,311.02,316.97,307.81,316.83,5000432.0
2017-05-26,317.28,325.49,316.31,325.14,7793009.0
2017-05-30,326.0,336.28,325.76,335.1,7771536.0
2017-05-31,337.69,342.89,335.16,341.01,9937556.0
2017-06-01,344.0,344.88,337.29,340.37,7601764.0
2017-06-02,339.77,342.88,335.93,339.85,5583952.0
2017-06-05,338.5,348.44,334.21,347.32,6769174.0
2017-06-06,344.7,359.4929,339.97,352.85,11031920.0
2017-06-07,356.34,360.5,355.14,359.65,9348692.0
2017-06-08,363.75,371.9,360.22,370.0,9028677.0
2017-06-09,374.42,376.87,354.8,357.32,17250060.0
2017-06-12,357.99,364.5,350.62,359.01,10507860.0
2017-06-13,367.62,376.0,366.61,375.95,11773370.0
2017-06-14,381.085,384.25,376.31,380.66,12778480.0
2017-06-15,372.5,375.46,366.49,375.34,10412650.0
2017-06-16,377.975,378.01,370.1,371.4,6347450.0
2017-06-19,375.0,376.7,367.8,369.8,6433434.0
2017-06-20,376.67,378.88,369.73,372.24,7419110.0
2017-06-21,374.35,376.99,368.02,376.4,4916770.0
2017-06-22,377.99,385.0,373.57,382.61,7510406.0
2017-06-23,382.45,386.99,379.345,383.45,6425180.0
2017-06-26,386.69,386.95,373.1,377.49,6596854.0
2017-06-27,376.4,376.4,362.02,362.37,6977494.0
2017-06-28,366.68,371.74,362.52,371.24,6290323.0
2017-06-29,370.61,371.0,354.1,360.75,8202463.0
2017-06-30,363.71,366.7674,359.6187,361.61,5823046.0
2017-07-03,370.24,371.35,351.5,352.62,6305401.0
2017-07-05,347.2,347.24,326.33,327.09,16998300.0
2017-07-06,317.26,320.7899,306.3,308.83,19258040.0
2017-07-07,313.5,317.0,307.38,313.22,14129950.0
2017-07-10,312.9,317.94,303.13,316.05,13760290.0
2017-07-11,316.0,327.28,314.3,327.22,11526760.0
2017-07-12,330.4,333.1,324.5,329.52,10317240.0
2017-07-13,330.11,331.6,319.97,323.41,8582315.0
2017-07-14,323.19,328.42,321.22,327.78,5607924.0
2017-07-17,325.54,327.1,313.45,319.57,9827506.0
2017-07-18,317.5,329.13,315.66,328.24,6360710.0
2017-07-19,328.23,331.65,323.2193,325.26,6345884.0
2017-07-20,326.9,330.22,324.2,329.92,5142516.0
2017-07-21,329.46,331.2575,325.8,328.4,4871708.0
2017-07-24,330.24,343.399,330.01,342.52,8598292.0
2017-07-25,345.0,345.6,334.15,339.6,6977932.0
2017-07-26,340.36,345.5,338.12,343.85,4809514.0
2017-07-27,346.0,347.5,326.29,334.46,8285879.0
2017-07-28,336.89,339.6,332.51,335.07,4869891.0
2017-07-31,335.5,341.49,321.04,323.47,8525454.0
2017-08-01,323.0,324.45,316.13,319.57,8284997.0
2017-08-02,318.94,327.12,311.22,325.89,11942350.0
2017-08-03,345.33,350.0,343.15,347.09,13524270.0
2017-08-04,347.0,357.27,343.3,356.91,9233295.0
2017-08-07,357.35,359.48,352.75,355.17,6309331.0
2017-08-08,357.53,368.58,357.4,365.22,7431838.0
2017-08-09,361.0,370.0,358.95,363.53,6881182.0
2017-08-10,361.6,366.6504,354.66,355.4,7063054.0
2017-08-11,356.97,361.26,353.62,357.87,4357562.0
2017-08-14,364.63,367.66,362.6,363.8,4507969.0
2017-08-15,365.2,365.49,359.37,362.33,3084601.0
2017-08-16,363.0,366.5,362.52,362.91,3406173.0
2017-08-17,361.21,363.3,351.59,351.92,5010825.0
2017-08-18,352.91,354.0,345.8,347.46,5390805.0
2017-08-21,345.82,345.82,331.85,337.86,6489850.0
2017-08-22,341.13,342.24,337.3725,341.35,4314268.0
2017-08-23,338.99,353.49,338.3041,352.77,4941947.0
2017-08-24,352.52,356.66,349.74,352.93,4571574.0
2017-08-25,354.24,355.69,347.3,348.05,3475186.0
2017-08-28,347.28,347.35,339.72,345.66,3746240.0
2017-08-29,339.48,349.05,338.75,347.36,4069303.0
2017-08-30,349.67,353.47,347.0,353.18,3404165.0
2017-08-31,353.55,358.44,352.82,355.9,4063330.0
2017-09-01,356.12,357.59,353.6902,355.4,3048550.0
2017-09-05,353.8,355.49,345.89,349.59,3836402.0
2017-09-06,349.5,350.979,341.56,344.53,4082001.0
2017-09-07,345.98,352.48,343.45,350.61,4235045.0
2017-09-08,348.99,349.78,342.3,343.4,3261333.0
